Age,Work_Hours_Per_Week,Projects_Handled,Training_Hours,Employee_Satisfaction_Score,Resigned
37,43,21,65,2.07,TRUE
23,52,43,25,1.09,FALSE
41,34,31,59,3.57,FALSE
34,45,13,51,1.31,TRUE
29,43,13,51,3.8,FALSE
57,54,9,76,2.31,TRUE
43,46,6,63,3.8,TRUE
25,47,34,16,4.45,FALSE
28,35,41,96,3.64,FALSE
54,60,39,46,1.74,FALSE
58,46,19,55,1.32,TRUE
31,50,49,67,3.57,FALSE
47,30,28,55,1.06,TRUE
25,32,35,45,1.09,FALSE
31,43,46,88,1.95,TRUE
24,35,17,10,3.36,FALSE
30,54,14,80,1.22,TRUE
33,34,7,64,1.85,TRUE
28,52,6,92,4.8,FALSE
60,55,17,68,2.53,TRUE
25,58,37,59,2.16,TRUE
34,49,26,14,2.17,FALSE
56,59,24,1,3.83,TRUE
59,46,47,24,4.88,FALSE
57,51,9,53,2.69,TRUE
54,37,35,23,4.02,TRUE
37,48,4,9,2.53,FALSE
27,39,31,28,2.57,FALSE
27,51,5,82,4.44,FALSE
32,50,43,96,2.79,TRUE
58,38,3,61,3.44,FALSE
32,44,25,72,3.71,TRUE
52,35,31,31,2.15,FALSE
55,31,29,48,2.99,TRUE
36,48,9,36,1.14,FALSE
44,38,40,53,3.28,TRUE
30,30,48,20,2.86,FALSE
38,38,26,81,4.55,TRUE
48,50,0,25,2.65,FALSE
44,36,30,85,3.35,TRUE
57,30,13,11,4.26,TRUE
24,56,22,37,4.62,TRUE
56,51,27,11,4.69,FALSE
35,33,41,40,3.46,TRUE
59,53,37,96,2.91,FALSE
55,41,26,6,3.12,TRUE
40,55,40,23,2.97,TRUE
60,35,34,63,4.86,FALSE
55,33,16,47,3.16,FALSE
36,55,18,32,3.99,FALSE
59,42,23,40,2.35,FALSE
37,36,7,56,2.99,FALSE
56,45,41,72,4.34,TRUE
52,35,22,71,4.7,FALSE
28,36,47,96,1.93,TRUE
57,56,30,17,4.53,TRUE
52,59,2,2,1.79,FALSE
58,32,5,0,2.65,FALSE
49,38,2,30,2.84,FALSE
60,57,9,45,2.39,FALSE
34,51,47,74,1.91,TRUE
35,34,28,30,1.79,TRUE
26,55,49,27,4.87,FALSE
36,59,49,91,4.87,FALSE
32,46,17,10,3.96,FALSE
50,36,38,44,2.12,TRUE
37,51,19,96,1.12,FALSE
46,35,31,73,4.29,FALSE
35,47,28,9,4.48,FALSE
46,50,13,90,2.21,FALSE
44,59,21,48,4.63,FALSE
50,43,2,26,3.34,FALSE
38,31,10,96,3.1,TRUE
45,36,19,77,4.13,TRUE
49,60,48,29,1.3,TRUE
36,41,15,74,2.46,TRUE
46,40,41,37,1.83,TRUE
46,40,29,76,1.19,FALSE
51,44,46,51,3.38,TRUE
30,49,0,19,4.96,FALSE
56,32,10,67,4.38,TRUE
26,49,15,21,2.52,FALSE
42,53,5,19,3.1,FALSE
22,32,46,25,3.67,FALSE
53,39,49,57,2.45,FALSE
29,49,44,58,3.77,TRUE
60,58,19,61,4.7,FALSE
45,46,2,94,3.69,FALSE
55,56,2,84,1.54,TRUE
48,43,29,63,1.74,FALSE
56,47,43,94,3.11,FALSE
55,44,5,61,2.52,TRUE
32,45,36,54,4.82,TRUE
25,38,13,8,4.86,TRUE
25,34,33,73,3.63,TRUE
28,50,18,55,2.1,TRUE
31,46,34,82,3.17,FALSE
31,56,7,59,4.1,FALSE
26,33,11,62,4.38,FALSE
31,39,24,49,3.44,TRUE
39,35,47,31,2.68,TRUE
25,46,39,25,2.61,TRUE
45,52,45,11,1.83,FALSE
34,54,33,31,1.68,TRUE
47,48,46,45,3.49,FALSE
31,48,18,59,1.11,TRUE
45,31,45,97,3.08,FALSE
54,30,20,26,4.11,TRUE
58,58,5,59,2.27,FALSE
25,50,48,71,1.81,TRUE
24,42,30,55,4,FALSE
24,53,12,43,3.21,TRUE
46,48,8,31,4.88,FALSE
34,31,0,68,1.94,TRUE
41,43,48,48,3.69,TRUE
25,58,38,7,3.48,FALSE
44,36,31,82,1.34,TRUE
60,40,31,77,2.06,TRUE
40,48,30,54,4.48,TRUE
23,51,19,80,4.65,FALSE
32,43,13,10,2.46,FALSE
58,41,7,84,1.16,FALSE
39,36,32,85,4.46,TRUE
52,53,22,86,4.98,FALSE
33,37,17,33,4.42,TRUE
56,35,19,45,2.47,TRUE
33,30,38,0,4.92,TRUE
25,53,2,97,3.52,TRUE
34,36,21,70,1.89,FALSE
37,43,14,92,3.62,TRUE
31,50,5,48,2.55,FALSE
49,34,28,88,1.48,FALSE
50,37,10,31,2.1,FALSE
47,56,22,88,2.51,TRUE
44,43,2,5,2.15,TRUE
29,55,19,73,4.22,FALSE
59,54,0,85,2.47,TRUE
54,38,45,54,3.42,FALSE
48,42,24,31,3.9,TRUE
27,60,14,51,2.93,FALSE
25,53,1,16,2.48,TRUE
35,31,3,95,2.54,TRUE
28,34,49,91,1.11,FALSE
25,52,18,76,3.25,FALSE
28,47,9,38,1.32,FALSE
55,34,7,96,2.03,FALSE
45,37,43,83,1.32,FALSE
26,33,11,46,3.93,TRUE
44,38,43,10,1.49,FALSE
26,36,1,20,1.17,FALSE
38,56,38,95,1.56,FALSE
59,42,18,23,2.08,FALSE
28,55,41,5,3.3,TRUE
24,49,15,62,2.18,TRUE
29,50,47,62,1.37,FALSE
28,44,38,60,2.39,FALSE
25,38,0,66,2.87,TRUE
45,31,12,26,4.76,TRUE
40,58,11,71,4.42,FALSE
25,51,23,81,3.17,TRUE
45,54,43,28,3.82,TRUE
34,59,27,59,3.57,FALSE
41,53,46,63,4.43,FALSE
59,46,34,23,3.25,TRUE
52,50,33,39,1.01,TRUE
59,36,35,62,4.34,FALSE
28,45,23,82,3.02,FALSE
46,45,25,14,3.82,TRUE
59,40,16,94,2.49,TRUE
22,49,26,0,2.64,FALSE
46,42,34,50,2.87,FALSE
30,50,40,22,3.92,TRUE
46,36,20,34,2.33,FALSE
36,49,7,47,2.98,TRUE
46,49,22,42,3.44,FALSE
53,33,35,4,3.19,FALSE
49,44,47,10,3.45,FALSE
34,41,34,89,3.41,FALSE
30,53,0,49,1.45,FALSE
47,51,11,56,1.6,FALSE
58,43,39,35,2.83,FALSE
45,50,34,26,1.46,FALSE
29,50,48,28,3.71,TRUE
56,54,11,31,2.67,TRUE
38,44,9,35,2.75,TRUE
34,50,26,52,1.93,TRUE
53,53,47,30,1.11,FALSE
48,45,24,30,3.63,TRUE
34,58,3,93,4.57,TRUE
29,48,10,73,1.95,FALSE
34,45,4,73,2.24,FALSE
60,37,12,84,2.06,TRUE
35,30,27,21,1.03,FALSE
38,53,22,83,4.06,TRUE
60,52,26,90,3.72,FALSE
53,54,6,12,4.24,FALSE
56,35,44,45,4.1,FALSE
52,53,33,47,4.05,FALSE
41,56,40,68,4.4,TRUE
51,30,2,40,3.46,TRUE
54,38,42,25,2.55,TRUE
60,42,6,20,4.46,TRUE
38,40,21,82,4.89,TRUE
30,45,24,85,2.2,TRUE
27,51,20,56,1.68,TRUE
28,54,27,75,1.67,TRUE
50,40,47,10,2.24,TRUE
42,33,47,66,1.98,FALSE
46,47,35,19,3.3,TRUE
59,42,41,45,4.59,FALSE
23,39,45,64,4.38,TRUE
60,30,43,16,1.36,FALSE
25,32,34,74,4.99,FALSE
50,35,47,47,3.27,FALSE
28,55,41,5,3.3,TRUE
54,53,18,77,3.17,TRUE
45,51,11,12,2.02,TRUE
32,41,44,45,3.47,FALSE
51,44,22,7,4.5,FALSE
44,49,48,78,1.28,TRUE
52,48,1,14,1.04,TRUE
44,30,4,35,2.46,FALSE
45,60,38,29,3.09,FALSE
29,56,1,22,3.19,FALSE
58,46,19,55,1.32,TRUE
57,60,20,35,3.69,TRUE
58,42,35,15,3.07,FALSE
46,30,30,50,4.95,TRUE
59,37,48,43,2.64,TRUE
57,46,2,93,2.2,FALSE
46,48,32,98,4.82,FALSE
30,58,38,44,3.61,TRUE
45,44,21,46,2.63,FALSE
25,45,8,64,4.51,TRUE
28,50,24,72,1.47,TRUE
57,41,30,53,2.46,TRUE
41,31,29,86,2.75,FALSE
33,54,14,3,2.69,FALSE
54,45,34,73,3.43,TRUE
40,43,2,1,1.18,FALSE
41,49,14,34,4.31,TRUE
44,47,28,52,3.51,FALSE
55,42,12,89,1.64,TRUE
22,42,16,97,2.62,TRUE
53,53,40,69,1.73,FALSE
52,47,11,82,2.12,TRUE
53,30,22,64,4.46,FALSE
45,56,31,69,4.43,TRUE
54,56,12,41,3.85,FALSE
39,38,37,96,4.96,TRUE
59,50,20,13,4.49,TRUE
48,36,28,46,3.08,FALSE
52,54,35,85,2.82,TRUE
60,41,6,75,4.3,FALSE
56,34,44,74,1.94,TRUE
42,33,2,85,4.16,TRUE
46,46,33,99,3.31,FALSE
26,47,5,28,3.73,TRUE
33,47,40,22,4.35,FALSE
31,54,25,84,2.29,TRUE
54,35,39,14,2.32,TRUE
36,58,19,18,1.04,FALSE
37,51,5,30,1.55,FALSE
50,48,48,72,3.54,FALSE
47,44,18,54,2.09,TRUE
51,41,41,67,4.56,TRUE
23,33,13,81,3.77,FALSE
32,38,18,48,4.04,TRUE
56,49,8,81,2.61,TRUE
28,35,10,80,2.39,FALSE
27,54,49,34,2.49,FALSE
50,59,25,68,3.37,FALSE
31,42,37,90,4.6,FALSE
24,46,42,75,4.35,FALSE
34,48,8,83,2.56,FALSE
51,53,41,28,3.26,FALSE
26,35,20,95,3.86,FALSE
53,49,24,43,2.37,TRUE
35,38,32,12,4.62,FALSE
35,49,7,7,1.15,TRUE
47,37,9,74,4.78,FALSE
33,43,45,55,5,FALSE
27,60,39,16,4.75,TRUE
58,56,47,7,3.8,FALSE
55,59,10,64,1.67,FALSE
35,42,42,33,2.13,TRUE
51,42,35,51,4.68,TRUE
30,36,20,58,3.27,FALSE
24,36,5,93,4.25,FALSE
59,49,16,35,1.83,TRUE
44,30,46,29,1.13,FALSE
39,40,20,14,4.31,FALSE
22,55,20,48,3.57,FALSE
53,33,25,40,4.22,FALSE
28,37,37,23,3.71,FALSE
56,35,47,41,1.46,TRUE
51,45,9,82,1.97,FALSE
32,54,37,49,1.11,FALSE
38,47,4,66,3.39,FALSE
31,38,16,75,4.39,TRUE
22,40,48,56,2.6,TRUE
37,60,10,80,2.89,TRUE
39,46,31,94,2.17,TRUE
34,52,4,38,4.46,TRUE
23,37,1,82,3.46,TRUE
25,46,3,13,1.36,TRUE
49,30,17,84,1.22,TRUE
60,59,18,81,2.74,TRUE
46,58,19,64,4.06,FALSE
60,35,36,69,4.87,TRUE
40,39,31,36,3.38,TRUE
35,50,28,79,2.12,TRUE
52,36,32,59,1.95,TRUE
32,41,47,45,2.73,TRUE
52,57,21,49,3.44,FALSE
26,50,15,67,2.67,TRUE
22,41,7,28,1.09,TRUE
48,30,21,56,2.06,TRUE
22,45,48,89,3.68,FALSE
51,54,43,4,2.33,FALSE
48,41,16,81,4.24,TRUE
58,48,24,80,3.06,TRUE
50,50,16,52,4.89,FALSE
60,30,38,68,1.44,FALSE
39,45,20,41,3.1,FALSE
54,47,30,85,1.54,FALSE
22,32,48,43,2.14,TRUE
57,43,30,67,4.81,TRUE
47,34,14,97,2.84,TRUE
48,37,44,76,2.06,TRUE
28,45,12,11,4.79,TRUE
49,37,42,26,2.76,FALSE
51,42,18,31,2.12,TRUE
25,49,24,35,1.73,FALSE
44,59,18,89,3.86,TRUE
58,57,27,62,1.83,TRUE
56,36,38,25,1.45,FALSE
32,39,2,80,4.1,TRUE
44,39,3,87,2.98,FALSE
22,41,41,84,2.83,FALSE
38,49,23,56,1.57,TRUE
42,36,35,19,4.53,FALSE
23,58,5,64,4.3,TRUE
38,46,4,14,2.2,FALSE
49,33,8,13,4.56,FALSE
28,35,37,38,2.39,FALSE
53,45,36,7,2.35,FALSE
59,43,27,80,4.41,FALSE
45,60,15,32,1.19,TRUE
48,37,6,78,1.46,TRUE
33,40,45,63,4.45,TRUE
28,54,6,4,2.35,FALSE
55,38,6,25,2.96,TRUE
36,52,37,98,2.45,TRUE
53,36,15,45,1.13,TRUE
37,40,0,6,2.56,FALSE
33,34,9,66,2.22,TRUE
31,36,4,48,4.46,TRUE
27,54,31,15,3.36,FALSE
59,53,3,30,4.36,FALSE
26,40,28,74,1.28,TRUE
28,51,25,61,2.22,TRUE
25,40,20,99,1.87,FALSE
48,30,21,28,4.15,FALSE
35,42,25,13,2.44,TRUE
24,56,31,73,3.08,FALSE
34,53,18,80,4.73,FALSE
46,54,30,44,4.27,TRUE
32,36,25,69,2.53,TRUE
31,56,38,39,1.46,TRUE
27,37,47,6,4.07,FALSE
43,57,47,82,4.35,FALSE
27,30,28,23,1.87,TRUE
49,32,41,99,4.49,TRUE
46,57,39,47,1.37,TRUE
41,54,10,88,1.97,FALSE
30,36,18,53,4.25,FALSE
50,60,0,48,4.74,FALSE
52,42,0,71,4.15,TRUE
44,48,36,69,2.96,FALSE
22,56,13,44,4.11,FALSE
33,40,31,32,1.72,FALSE
42,49,37,81,2.58,FALSE
52,31,45,87,3.94,FALSE
55,34,13,87,3.11,TRUE
53,45,5,73,2.58,TRUE
32,45,5,78,4.96,TRUE
39,49,33,46,1.15,FALSE
60,46,8,81,2.66,TRUE
36,54,33,96,4.5,FALSE
59,35,49,12,4.15,FALSE
57,30,43,68,2.69,FALSE
30,34,18,98,3.46,FALSE
41,50,19,60,3.7,TRUE
42,54,29,15,3.25,FALSE
52,46,15,25,1.92,FALSE
51,54,5,36,3.22,FALSE
50,35,48,3,1.54,FALSE
50,39,10,34,2.85,FALSE
52,42,22,72,4.49,FALSE
50,54,10,1,1.55,FALSE
39,30,27,75,2.18,TRUE
41,37,38,5,4.97,TRUE
49,30,27,88,1.69,FALSE
46,60,2,32,2.93,TRUE
57,35,13,73,4.04,TRUE
47,32,14,33,4.73,FALSE
33,34,31,47,1.47,TRUE
54,33,1,87,1.7,TRUE
32,52,7,20,4.04,FALSE
41,33,5,6,2.92,TRUE
44,48,48,27,4.6,TRUE
24,44,30,44,3.63,FALSE
29,45,42,21,4.93,FALSE
55,57,27,27,4.15,TRUE
35,40,42,56,2.99,FALSE
24,45,22,50,1.79,TRUE
24,42,15,72,2.48,TRUE
38,33,21,59,1.53,FALSE
22,39,16,23,4.08,FALSE
42,40,11,24,4.18,FALSE
24,59,48,22,2.82,FALSE
36,33,14,52,4.9,FALSE
38,60,38,83,3.76,FALSE
45,30,2,6,4.98,FALSE
54,31,28,50,1.86,FALSE
56,56,36,47,1.37,FALSE
42,51,25,35,2.94,FALSE
40,56,2,8,3.78,TRUE
34,56,9,99,1.22,TRUE
30,30,2,27,2.6,FALSE
59,30,19,42,3.93,TRUE
35,45,2,14,1.89,FALSE
45,46,6,35,3.35,TRUE
57,40,14,50,2.49,TRUE
34,50,8,8,3.93,TRUE
50,52,43,51,3.01,TRUE
36,53,9,80,2.25,FALSE
43,39,10,42,4.83,FALSE
57,41,4,7,3,TRUE
51,56,35,44,2.83,TRUE
44,43,37,70,3.19,TRUE
42,59,35,51,4.75,TRUE
43,33,26,69,1.84,FALSE
44,39,2,49,2.7,FALSE
58,48,15,13,2.98,FALSE
29,32,38,48,2.1,FALSE
22,60,48,10,4.19,FALSE
54,38,19,90,3.97,FALSE
27,44,4,68,2.04,TRUE
27,49,29,37,3.47,TRUE
48,30,38,39,3.09,FALSE
39,53,35,54,3.67,FALSE
45,55,35,96,4.21,FALSE
44,60,34,46,2.76,TRUE
46,41,8,35,1.83,FALSE
51,30,19,76,2.24,FALSE
44,42,21,39,3.97,FALSE
52,56,34,12,1.36,FALSE
54,31,8,82,2.7,FALSE
27,57,19,55,4.08,TRUE
58,45,9,0,3.78,FALSE
57,45,17,57,3.5,FALSE
22,35,18,11,4.37,FALSE
27,54,4,77,2.28,FALSE
60,31,30,52,3.13,TRUE
43,52,1,68,1.23,TRUE
24,32,28,37,2.73,FALSE
44,44,6,75,4.79,TRUE
41,36,19,64,3.28,TRUE
52,56,27,99,4.79,FALSE
60,53,24,72,4.63,TRUE
36,31,5,10,4.33,FALSE
33,37,22,65,2.52,FALSE
50,58,6,25,3.15,FALSE
36,36,19,4,2.16,FALSE
52,48,6,6,4.26,FALSE
29,47,26,10,4.71,TRUE
24,35,23,30,4.6,TRUE
60,43,19,58,1.93,TRUE
47,30,16,73,2.34,TRUE
60,38,35,91,1.8,FALSE
42,59,5,72,2.28,FALSE
46,30,24,99,1.55,FALSE
43,34,31,99,3.05,TRUE
52,41,38,75,3.46,TRUE
59,43,21,76,1.61,FALSE
35,43,18,53,3.88,FALSE
57,41,39,30,1.44,TRUE
34,59,29,30,2,TRUE
56,59,12,50,2.05,TRUE
43,52,1,54,1.78,TRUE
41,60,49,37,1.92,FALSE
50,51,49,39,3.52,TRUE
40,39,14,29,1.19,FALSE
42,37,16,70,2.95,FALSE
42,58,4,5,1.31,TRUE
50,38,30,84,2.53,TRUE
43,40,14,14,1.48,FALSE
55,57,5,61,3.58,FALSE
59,42,47,16,3.42,TRUE
52,34,13,2,4.38,TRUE
24,60,30,0,4.33,FALSE
56,59,15,56,2.13,FALSE
58,56,17,58,1.54,TRUE
40,53,38,33,4.18,TRUE
27,49,9,20,4.78,FALSE
34,47,14,17,4.82,FALSE
28,46,49,58,4.6,FALSE
25,40,31,43,3.55,FALSE
45,34,38,51,1.82,FALSE
37,32,5,86,4.05,FALSE
35,53,27,64,1.54,FALSE
24,45,4,87,2.64,FALSE
30,48,4,94,1.24,TRUE
34,52,26,30,2.06,FALSE
48,37,32,29,3.14,TRUE
39,51,31,68,2.19,FALSE
37,45,3,29,2.43,FALSE
40,31,41,79,4.45,TRUE
52,35,27,82,3.18,TRUE
38,47,34,17,2.31,FALSE
38,56,36,42,4.27,FALSE
51,37,7,64,1.87,TRUE
43,40,44,67,4.97,TRUE
58,32,17,20,2.24,TRUE
27,53,11,34,2.88,TRUE
45,47,17,9,4.95,FALSE
46,58,47,28,2.73,TRUE
39,48,23,83,1.41,TRUE
23,48,13,2,3.75,TRUE
27,30,10,72,3.87,TRUE
36,51,8,76,1.89,TRUE
46,43,30,85,4.88,TRUE
29,44,18,54,3.91,FALSE
48,55,49,85,4.04,FALSE
46,32,48,3,2,TRUE
43,42,42,92,1.7,FALSE
27,57,19,55,4.08,TRUE
34,54,30,72,4.7,FALSE
48,54,27,23,1.13,TRUE
30,47,30,86,2.53,FALSE
56,37,12,1,2.53,FALSE
25,59,0,54,4.58,FALSE
28,31,45,80,3.62,TRUE
26,57,25,91,3.72,TRUE
56,43,39,68,1.92,TRUE
40,50,45,14,3.64,FALSE
55,38,28,67,1.43,FALSE
36,59,29,5,4.78,FALSE
25,51,37,33,1.63,FALSE
25,53,24,61,3.58,FALSE
40,46,21,69,2.78,TRUE
41,51,10,54,4.57,TRUE
24,31,43,77,3.65,FALSE
29,43,6,60,1.36,TRUE
48,46,20,25,4.27,FALSE
50,58,19,41,2.34,TRUE
56,32,34,58,2.12,TRUE
36,46,24,81,1.21,FALSE
40,40,23,87,3.62,TRUE
36,38,10,64,1.9,FALSE
52,47,11,82,2.12,TRUE
54,45,17,77,4.89,FALSE
43,30,8,94,1.18,TRUE
60,46,28,24,3.86,TRUE
30,57,34,49,2.68,FALSE
42,35,33,67,3.43,FALSE
47,58,17,40,2.22,FALSE
41,36,10,46,3.42,TRUE
38,55,41,65,4.01,TRUE
43,56,46,92,3.15,FALSE
41,34,9,41,1.7,FALSE
34,55,27,61,4.7,FALSE
35,37,12,76,3.46,FALSE
54,38,16,28,4.86,FALSE
49,59,17,76,2.49,TRUE
48,59,39,46,4.63,FALSE
44,33,48,14,2.33,FALSE
38,51,28,11,4.7,TRUE
39,43,39,50,4.29,FALSE
56,43,39,68,1.92,TRUE
23,41,41,91,1.16,FALSE
47,42,20,61,2.82,TRUE
47,38,20,70,1.72,TRUE
46,36,16,21,4.44,TRUE
44,30,24,53,4.96,FALSE
47,30,33,69,2.78,TRUE
43,39,45,67,3.43,FALSE
30,46,26,31,1.78,TRUE
25,44,17,14,2.38,FALSE
46,54,38,43,2.5,TRUE
52,49,22,79,3.67,TRUE
49,60,47,5,4.42,FALSE
33,30,24,53,1.47,TRUE
28,48,29,26,1.54,FALSE
33,40,4,22,3.71,FALSE
58,36,18,87,4.66,TRUE
42,32,5,78,2.25,FALSE
24,58,29,35,1.95,FALSE
22,34,8,33,4.4,FALSE
45,45,37,23,3.07,TRUE
33,55,11,88,2.65,TRUE
49,36,3,51,4.65,FALSE
40,31,9,75,1.95,TRUE
56,49,38,72,2.95,FALSE
46,52,37,41,3.65,FALSE
24,45,5,28,1.63,FALSE
41,39,25,33,2.2,FALSE
45,47,24,30,2.62,TRUE
25,42,18,59,1.45,FALSE
47,31,27,28,1.02,TRUE
28,46,0,43,1.48,FALSE
58,36,4,71,3.97,TRUE
37,41,6,83,2.22,TRUE
37,57,11,65,4.99,FALSE
38,36,18,61,4.52,TRUE
60,51,18,87,1.06,TRUE
41,43,43,81,2.66,FALSE
55,58,15,21,4.59,FALSE
24,44,1,84,3.76,FALSE
35,60,26,33,3.27,TRUE
60,36,30,0,2.25,TRUE
47,46,28,47,4.66,FALSE
59,55,13,96,3.08,TRUE
50,32,20,11,3.59,TRUE
51,54,35,30,4.68,TRUE
22,46,38,29,4.42,FALSE
26,44,49,48,2.65,FALSE
54,48,28,38,4.19,TRUE
56,30,41,8,2.53,TRUE
28,37,18,99,3.38,FALSE
45,47,28,51,4.02,FALSE
44,37,37,2,1.88,FALSE
24,57,48,84,3.26,FALSE
40,37,21,20,4.88,TRUE
47,53,21,23,3.52,FALSE
46,59,23,63,1.49,TRUE
59,30,10,34,2.4,FALSE
53,43,2,14,4.26,TRUE
27,46,3,21,4.81,FALSE
24,53,39,0,4.05,TRUE
31,51,39,2,4.64,FALSE
38,39,5,34,1.77,FALSE
40,39,2,55,3.55,FALSE
49,54,41,92,1.57,TRUE
26,44,8,44,1.56,TRUE
45,41,20,34,3.42,FALSE
33,47,30,38,3.25,FALSE
24,52,47,52,2.25,TRUE
24,34,46,19,3.82,FALSE
50,54,10,96,4.26,TRUE
35,33,15,59,4.86,TRUE
47,32,21,22,3.05,TRUE
42,53,33,16,1.46,TRUE
27,53,40,3,2.73,FALSE
54,43,28,33,4.4,TRUE
44,51,0,43,4.26,TRUE
39,60,23,81,3.99,TRUE
41,38,33,45,2.8,FALSE
49,48,42,34,4.34,TRUE
60,50,42,1,1.67,FALSE
41,33,5,6,2.92,TRUE
26,32,35,9,4.74,TRUE
22,58,19,62,4.98,FALSE
49,32,7,50,2.56,TRUE
24,35,13,25,3.01,FALSE
31,55,7,57,4.46,TRUE
24,48,1,8,1.67,FALSE
49,36,45,84,3.84,FALSE
23,56,43,41,1.88,FALSE
44,48,49,28,1.84,FALSE
49,58,0,62,3.81,FALSE
58,38,6,79,3.66,FALSE
57,31,6,14,3.6,FALSE
25,51,40,56,3.28,FALSE
55,40,0,38,2.16,FALSE
44,34,40,57,1.74,TRUE
25,39,8,3,2.29,FALSE
53,55,38,7,2.43,FALSE
34,37,27,74,4.9,TRUE
25,31,44,55,3.59,TRUE
55,35,18,9,3.01,FALSE
23,37,1,82,3.46,TRUE
40,54,7,95,4.22,TRUE
55,30,21,17,3.33,TRUE
26,54,23,44,3.12,TRUE
34,51,10,33,2.34,TRUE
60,39,42,74,3.11,FALSE
47,47,17,61,1.27,FALSE
25,43,13,23,3.39,TRUE
33,55,7,44,4.49,TRUE
60,40,26,53,2.19,FALSE
52,60,5,24,3.76,FALSE
45,46,2,33,3.5,FALSE
54,30,44,26,4.57,FALSE
31,32,44,25,1.03,TRUE
55,52,29,13,1.64,FALSE
33,42,11,59,3.39,FALSE
50,31,25,27,1.87,TRUE
55,47,36,73,3.29,TRUE
34,51,10,33,2.34,TRUE
48,34,16,41,2.5,TRUE
42,41,30,17,3.55,FALSE
35,58,17,83,3.18,FALSE
38,45,19,43,3.39,FALSE
22,32,40,41,3.9,FALSE
59,39,17,26,2.55,TRUE
54,55,36,96,1.63,TRUE
45,37,8,3,1.21,FALSE
34,59,43,25,1.45,TRUE
26,37,47,32,3.38,TRUE
34,37,17,12,2.31,TRUE
31,47,37,89,2.09,FALSE
34,33,40,84,3,TRUE
50,54,3,47,3.59,FALSE
23,38,1,0,1.17,TRUE
46,48,4,90,2.78,TRUE
55,37,16,70,1.21,TRUE
39,50,18,71,4.96,FALSE
41,39,11,37,1.16,TRUE
49,48,49,85,2.62,FALSE
35,60,25,67,4.5,TRUE
27,55,34,92,1.21,TRUE
51,46,22,11,1.41,TRUE
32,45,23,48,2.07,TRUE
26,58,28,79,2.72,FALSE
23,48,37,0,4.22,FALSE
49,43,12,48,4.27,FALSE
36,43,22,9,2.26,TRUE
23,34,14,94,4.79,FALSE
46,54,30,22,2.32,TRUE
40,58,12,88,3.03,FALSE
51,32,42,14,2.54,FALSE
56,46,47,7,2.02,FALSE
45,38,33,38,1.83,FALSE
47,46,12,92,4.91,FALSE
41,38,39,27,1.08,FALSE
57,52,44,23,1.52,FALSE
52,57,15,66,4.33,FALSE
35,40,13,4,3.9,FALSE
48,57,31,61,4.8,TRUE
40,46,23,2,1.26,FALSE
45,55,5,23,2.09,FALSE
33,57,23,16,1.76,FALSE
31,45,5,24,3.07,TRUE
25,33,42,6,3.08,FALSE
43,44,14,62,2.79,TRUE
29,54,41,31,1.8,FALSE
33,34,20,46,1.67,TRUE
50,36,34,64,3.92,FALSE
55,51,17,56,1.07,TRUE
60,30,5,77,2.03,TRUE
25,57,41,96,4.26,FALSE
32,49,30,27,3.02,TRUE
59,31,22,69,3.2,TRUE
30,30,37,2,3.49,FALSE
39,34,40,26,4.45,TRUE
28,42,25,18,1.46,TRUE
26,36,28,53,3.96,FALSE
34,56,49,60,3.04,TRUE
42,56,5,36,4.5,FALSE
29,37,18,62,1.35,TRUE
41,52,15,4,2.62,TRUE
46,46,42,74,1.03,FALSE
22,56,32,88,2.75,TRUE
54,56,28,48,4.72,TRUE
36,33,7,92,2.87,FALSE
31,34,8,99,2.91,TRUE
57,32,33,98,4.62,TRUE
42,32,2,99,4.23,FALSE
56,32,47,83,1.98,TRUE
45,46,49,34,3.39,FALSE
42,34,8,60,1.85,TRUE
47,46,1,75,2.98,TRUE
60,37,3,38,1.53,TRUE
44,42,8,13,3.94,TRUE
59,38,15,62,1.54,FALSE
57,31,42,55,4.68,FALSE
27,48,49,26,3.02,TRUE
25,40,10,69,3.79,TRUE
30,56,42,28,3.66,TRUE
31,32,2,7,3.24,TRUE
34,33,41,72,3.99,TRUE
60,43,14,59,2.51,FALSE
23,43,41,27,1.94,TRUE
52,31,42,20,3.8,TRUE
55,52,20,59,1.13,FALSE
27,60,46,21,1.51,TRUE
59,41,30,61,2.86,FALSE
54,46,45,58,2.43,FALSE
48,50,40,19,3.99,FALSE
25,33,38,30,1.37,FALSE
32,47,29,60,3.58,FALSE
30,35,11,50,3.1,TRUE
52,36,19,15,4.28,FALSE
45,58,36,35,4.01,TRUE
46,40,20,47,1.74,FALSE
24,35,49,89,1.32,TRUE
26,47,31,56,3.31,FALSE
54,47,14,38,1.08,FALSE
46,37,1,3,1.86,FALSE
48,39,31,87,4.89,TRUE
51,48,26,69,4.28,FALSE
46,44,6,68,2.48,FALSE
48,60,15,77,1.13,FALSE
26,49,42,1,3.34,FALSE
24,33,0,42,4.93,FALSE
27,44,32,33,2.11,FALSE
53,33,36,77,1.5,FALSE
26,50,16,14,3.19,FALSE
59,42,34,99,1.66,FALSE
59,40,45,26,2.23,TRUE
30,37,45,24,1.73,FALSE
37,41,32,25,4.06,FALSE
44,60,34,51,2.9,TRUE
51,36,20,53,3.37,FALSE
25,49,43,18,3.54,FALSE
43,35,8,33,3.36,TRUE
23,35,24,46,2.91,TRUE
41,47,2,84,4.99,TRUE
