Years_At_Company,Performance_Score,Monthly_Salary,Remote_Work_Frequency,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
6,4,4900,0,14,2,1.42,TRUE
0,2,7200,0,87,0,4.92,TRUE
7,1,5500,0,19,1,1.66,TRUE
4,2,6600,25,99,2,1.44,TRUE
5,5,9000,25,81,0,3.03,TRUE
4,5,9000,25,86,2,4.48,TRUE
1,5,6000,100,5,0,4.66,TRUE
4,5,9000,0,7,1,4.45,TRUE
1,3,7800,25,58,1,3.32,TRUE
2,3,7800,50,48,0,2.49,TRUE
5,2,7200,0,33,0,2.44,TRUE
1,4,8400,25,67,1,4.23,TRUE
1,2,4800,50,53,2,4.07,TRUE
8,1,6600,0,27,2,2.25,TRUE
0,1,3850,50,86,1,4.91,TRUE
6,1,5500,75,82,1,2.39,TRUE
5,2,7200,100,55,0,1.63,TRUE
4,2,5400,100,32,0,4.73,TRUE
8,5,6750,50,22,1,1.16,TRUE
0,2,6000,100,69,1,3.26,TRUE
5,5,8250,50,1,1,2.26,TRUE
3,4,7700,0,62,0,4.63,TRUE
8,1,3850,75,67,1,1.91,TRUE
1,5,9000,75,94,0,4.31,TRUE
3,1,6600,25,95,0,3.88,TRUE
7,1,4950,0,37,1,3.47,TRUE
2,2,7200,25,57,2,1.14,TRUE
1,3,7800,100,15,2,1.93,TRUE
4,2,6000,0,31,2,1.28,TRUE
9,5,9000,100,73,1,3.76,TRUE
4,3,6500,100,49,1,4.56,TRUE
4,4,8400,50,85,1,3.37,TRUE
3,1,6600,0,14,1,1.43,TRUE
1,4,8400,100,76,2,1.81,TRUE
3,4,8400,75,85,0,1.8,TRUE
8,4,4900,25,63,2,2.35,TRUE
1,1,5500,25,58,2,4.93,TRUE
1,5,5250,25,18,0,4,TRUE
7,2,4800,25,49,2,3.93,TRUE
7,1,4400,0,71,2,3.69,TRUE
2,2,7200,25,85,1,4.16,TRUE
8,3,7150,100,68,1,1.66,TRUE
0,4,8400,75,55,1,3.21,TRUE
9,3,7800,25,93,0,3.47,TRUE
3,2,6600,50,30,1,4.63,TRUE
3,1,6600,25,48,0,4.94,TRUE
7,2,6600,50,48,1,2.76,TRUE
8,3,4550,100,29,1,1.08,TRUE
5,1,6600,100,88,0,2.39,TRUE
4,5,6750,50,81,2,1.5,TRUE
0,5,6750,75,21,0,1.69,TRUE
8,2,7200,0,57,1,3.53,TRUE
2,4,6300,25,11,0,1.54,TRUE
7,5,9000,25,36,1,2.95,TRUE
2,1,6050,75,29,1,4.59,TRUE
5,5,6000,100,18,0,1.54,TRUE
7,1,6600,75,39,1,1.79,TRUE
9,5,6750,25,49,0,1.99,TRUE
6,5,6000,25,43,1,3.33,TRUE
3,5,8250,100,6,0,2.12,TRUE
9,4,8400,75,43,0,1.71,TRUE
8,1,6600,100,42,1,1.5,TRUE
6,2,4800,0,25,2,3.37,TRUE
4,2,7200,100,62,1,3.18,TRUE
1,1,4950,100,60,1,3.85,TRUE
9,3,6500,75,44,2,3.84,TRUE
8,4,6300,0,69,2,3.2,TRUE
0,2,7200,25,27,1,4.11,TRUE
8,3,7150,0,35,1,2.56,TRUE
6,5,5250,100,16,2,4.93,TRUE
3,5,6000,100,8,2,4.4,TRUE
4,2,5400,100,39,2,1.05,TRUE
1,3,5200,100,8,1,2.81,TRUE
8,3,5850,25,34,1,1.66,TRUE
3,3,4550,50,88,0,4.28,TRUE
5,5,9000,50,62,2,2.74,TRUE
7,5,9000,0,20,0,4.58,TRUE
6,4,7700,0,20,1,2.03,TRUE
7,3,7150,75,46,2,1.36,TRUE
4,5,6000,100,75,0,4.95,TRUE
0,2,6600,25,66,0,2.13,TRUE
3,4,4900,25,17,0,3.01,TRUE
1,3,7800,75,27,0,2.57,TRUE
9,4,7700,75,5,1,1.9,TRUE
2,3,7800,100,13,0,1.55,TRUE
3,5,8250,100,5,1,2.97,TRUE
8,1,3850,0,83,2,2.22,TRUE
1,1,6050,50,89,1,3.91,TRUE
3,3,5850,75,84,2,2.01,TRUE
9,3,7150,0,1,1,4.06,TRUE
1,3,7800,25,6,2,4.96,TRUE
7,3,7800,50,91,2,4.18,TRUE
5,3,5850,75,26,1,4.96,TRUE
6,1,4400,100,60,1,1.35,TRUE
2,1,5500,0,71,1,3.64,TRUE
0,4,7700,75,13,1,2.44,TRUE
9,2,6600,0,87,0,2.36,TRUE
7,4,8400,100,67,0,4.29,TRUE
8,3,7800,100,33,0,4.28,TRUE
8,4,8400,75,94,0,2.52,TRUE
8,4,8400,0,0,0,2.79,TRUE
2,3,7800,50,65,2,3.72,TRUE
8,5,9000,25,41,1,1.89,TRUE
6,4,8400,0,86,1,2.28,TRUE
9,2,6000,100,67,1,4.79,TRUE
3,3,4550,100,21,1,4.28,TRUE
8,1,4400,0,7,0,3.34,TRUE
7,2,4800,75,66,2,1.17,TRUE
3,5,9000,75,32,0,4.6,TRUE
0,3,7150,50,43,1,2.01,TRUE
1,5,5250,75,73,0,2.93,TRUE
6,4,7000,50,23,2,4.21,TRUE
5,3,5200,100,65,2,3.97,TRUE
4,4,6300,25,11,2,4.84,TRUE
8,3,7800,50,1,1,3.97,TRUE
1,5,8250,75,85,0,4.84,TRUE
2,1,4950,25,35,2,4.21,TRUE
3,2,4800,100,41,1,4.95,TRUE
4,3,5200,75,1,1,4.83,TRUE
7,2,6000,25,40,1,3.53,TRUE
0,3,4550,25,41,0,4.68,TRUE
1,2,4800,75,55,0,3.96,TRUE
7,4,7700,50,71,2,4.56,TRUE
2,3,6500,25,12,2,3.63,TRUE
1,2,6000,25,63,2,4.95,TRUE
6,2,7200,50,62,1,1.65,TRUE
1,1,6600,75,19,0,2.47,TRUE
5,1,5500,0,57,0,3.27,TRUE
8,1,4950,25,56,2,4.66,TRUE
1,1,6600,25,87,1,3.95,TRUE
0,3,5850,0,93,1,1.7,TRUE
4,3,6500,100,16,2,2.31,TRUE
4,4,7000,75,17,2,4.05,TRUE
6,5,9000,100,73,1,2.46,TRUE
0,5,6000,0,12,2,3.99,TRUE
3,2,5400,0,9,2,1.13,TRUE
3,5,9000,75,42,0,4.5,TRUE
4,3,7150,50,22,1,4.47,TRUE
1,4,4900,0,88,0,1.71,TRUE
7,2,7200,25,49,1,3.69,TRUE
9,1,3850,50,93,1,1.49,TRUE
8,2,4800,50,92,1,3.62,TRUE
4,1,6600,0,20,2,3.03,TRUE
8,5,6000,100,50,0,3.14,TRUE
8,4,7700,75,68,1,2.37,TRUE
1,5,9000,0,1,1,1.04,TRUE
3,1,6600,0,79,0,2.87,TRUE
7,2,7200,0,17,1,2.35,TRUE
7,4,7000,25,28,1,3.76,TRUE
1,4,6300,75,47,2,2.14,TRUE
7,2,7200,75,18,0,2.68,TRUE
5,2,6000,25,60,1,3.93,TRUE
0,2,7200,50,20,0,4.12,TRUE
7,5,6750,50,16,1,4.4,TRUE
1,5,6000,75,27,2,1.38,TRUE
8,2,5400,50,50,1,1.78,TRUE
4,4,5600,75,61,1,3.44,TRUE
0,5,8250,100,48,0,3.51,TRUE
8,4,4900,25,75,0,4.83,TRUE
8,5,9000,75,41,1,1.85,TRUE
6,4,7700,100,88,1,4.01,TRUE
5,5,9000,0,22,2,4.07,TRUE
8,5,5250,75,54,2,3.76,TRUE
0,4,8400,0,5,0,2.17,TRUE
6,4,6300,50,70,1,1.48,TRUE
5,4,8400,0,19,1,2.51,TRUE
1,1,3850,75,9,0,4.23,TRUE
2,1,6050,100,50,2,2.41,TRUE
5,1,4950,50,37,2,2.41,TRUE
6,4,5600,0,47,0,2.6,TRUE
3,3,4550,75,73,0,4.18,TRUE
8,5,9000,25,65,0,4.46,TRUE
2,2,5400,75,72,0,1.63,TRUE
1,2,5400,75,58,2,3.23,TRUE
0,1,4950,75,63,1,4.19,TRUE
9,4,8400,50,75,2,3.42,TRUE
2,5,8250,75,55,0,2.12,TRUE
5,1,4950,25,80,1,3.44,TRUE
5,1,3850,25,87,2,2.42,TRUE
9,2,4200,75,41,2,3.01,TRUE
9,1,3850,50,33,2,4.13,TRUE
1,1,4400,100,1,1,2.13,TRUE
0,4,5600,75,51,0,4.42,TRUE
5,3,5850,50,94,0,4.24,TRUE
5,3,7800,75,48,1,4.99,TRUE
9,4,7700,0,12,0,3.1,TRUE
4,3,5850,100,51,2,2.86,TRUE
3,3,7800,75,0,1,4.63,TRUE
7,4,8400,0,12,0,4.68,TRUE
2,1,4950,50,3,0,3.45,TRUE
6,5,7500,0,28,2,3.09,TRUE
0,2,7200,25,10,0,1.63,TRUE
3,5,5250,50,87,2,2.92,TRUE
8,1,6600,25,69,2,4.75,TRUE
8,4,4900,0,30,2,4.17,TRUE
6,5,7500,25,56,2,3.51,TRUE
4,3,7800,75,9,1,4.98,TRUE
4,4,4900,100,16,1,2.42,TRUE
4,1,6600,25,3,1,2.21,TRUE
4,2,6000,50,61,2,1.61,TRUE
2,3,6500,25,31,1,3.8,TRUE
8,5,6000,75,93,2,1.33,TRUE
1,4,7000,50,25,2,4.44,TRUE
5,4,6300,0,77,1,1.77,TRUE
6,2,4200,0,28,2,1.66,TRUE
9,5,8250,50,59,1,1.12,TRUE
8,2,4200,50,66,2,3.67,TRUE
3,3,7150,100,43,1,1.94,TRUE
1,5,9000,0,36,0,1.81,TRUE
5,3,6500,25,31,0,2.67,TRUE
0,3,7800,50,93,1,1.44,TRUE
8,4,6300,25,30,2,4.6,TRUE
5,5,9000,0,60,0,3.23,TRUE
9,3,7800,100,21,1,4.44,TRUE
4,4,6300,75,0,2,4.05,TRUE
4,2,4800,50,25,1,2,TRUE
4,4,5600,50,47,1,2.94,TRUE
2,1,5500,25,4,1,1.28,TRUE
1,5,6750,0,94,1,3.49,TRUE
0,4,7000,75,12,2,1.77,TRUE
6,1,4400,50,38,2,1.13,TRUE
3,3,7800,0,85,2,3.95,TRUE
4,4,5600,50,16,1,3.47,TRUE
3,2,4200,50,88,1,1.7,TRUE
3,4,6300,25,48,1,4.73,TRUE
3,2,6000,50,55,2,4.09,TRUE
5,2,4800,100,3,1,3.06,TRUE
6,5,6750,100,76,2,4.49,TRUE
3,5,9000,75,33,0,2.83,TRUE
5,4,6300,25,0,2,2.01,TRUE
0,4,8400,75,28,2,4.3,TRUE
3,5,5250,100,65,2,1.6,TRUE
3,2,7200,0,13,0,3.74,TRUE
4,4,7000,25,12,0,1.95,TRUE
7,4,5600,100,92,0,2.33,TRUE
6,2,6000,75,76,0,4.84,TRUE
2,4,4900,25,47,1,2.35,TRUE
2,1,6600,50,74,0,1.62,TRUE
7,1,4950,25,36,1,1.52,TRUE
8,2,6000,25,48,2,3.72,TRUE
5,4,8400,0,68,1,1.84,TRUE
2,3,5850,75,37,2,3.73,TRUE
6,1,5500,25,14,2,3.92,TRUE
1,4,4900,25,42,0,4.16,TRUE
1,1,5500,75,54,0,3.35,TRUE
7,5,9000,0,71,0,3.61,TRUE
2,5,8250,50,42,1,1.72,TRUE
1,4,5600,25,37,1,1.34,TRUE
3,5,8250,50,5,2,3.98,TRUE
3,1,6600,25,37,1,3.38,TRUE
0,2,4200,75,32,1,1.07,TRUE
8,5,8250,0,43,2,4.82,TRUE
5,5,9000,50,13,1,4.21,TRUE
5,5,7500,100,39,2,2.41,TRUE
2,2,4800,100,42,2,3.58,TRUE
4,1,6050,25,14,1,2.9,TRUE
0,4,6300,75,58,0,3.35,TRUE
1,1,6600,75,37,1,1.1,TRUE
3,5,6000,100,8,1,2.39,TRUE
3,5,8250,0,29,0,4.51,TRUE
9,3,4550,50,30,0,3.19,TRUE
2,2,7200,0,38,1,3.33,TRUE
4,2,4800,100,96,1,3.7,TRUE
6,4,7000,75,97,1,4.02,TRUE
5,3,7800,75,99,2,2.37,TRUE
3,1,6600,0,16,2,1.92,TRUE
1,5,6750,25,42,1,4.02,TRUE
7,1,3850,100,51,2,2.5,TRUE
0,4,7000,50,56,0,3.85,TRUE
7,1,4400,50,40,2,3.92,TRUE
8,1,4400,75,99,2,4.26,TRUE
5,1,4400,100,92,0,4.69,TRUE
6,3,5850,75,89,0,2.55,TRUE
2,4,8400,0,99,0,4.73,TRUE
2,1,4400,100,49,0,4.11,TRUE
8,3,6500,0,24,2,1.7,TRUE
0,1,3850,25,48,2,4.81,TRUE
4,5,7500,0,96,2,3.22,TRUE
1,4,7700,100,62,2,3.83,TRUE
4,1,4400,50,9,1,4.19,TRUE
6,2,7200,0,75,0,2.69,TRUE
5,4,8400,25,52,0,1.93,TRUE
0,3,5200,50,66,1,4.23,TRUE
7,2,6000,100,31,1,2.52,TRUE
7,2,6000,100,71,1,3.59,TRUE
1,5,9000,100,54,0,4.2,TRUE
5,3,7800,50,16,0,2.48,TRUE
8,5,6750,50,7,0,4.85,TRUE
4,1,4400,25,34,1,4.92,TRUE
3,5,5250,25,12,0,3.66,TRUE
5,3,7800,25,45,0,2.08,TRUE
5,3,4550,0,90,0,3.68,TRUE
1,3,7150,50,37,0,1.21,TRUE
5,4,8400,0,43,2,1.73,TRUE
1,5,8250,50,10,0,3.48,TRUE
9,5,9000,50,38,1,4.45,TRUE
9,1,6600,75,29,2,1.79,TRUE
6,2,6600,75,35,2,2.53,TRUE
8,2,5400,25,53,1,2.31,TRUE
8,5,8250,100,59,1,4.97,TRUE
6,2,5400,25,87,2,1.5,TRUE
6,1,4950,75,89,2,4.46,TRUE
3,2,6000,75,4,2,3.59,TRUE
5,1,4400,100,19,1,1.38,TRUE
2,3,6500,75,7,2,4.15,TRUE
9,1,5500,50,67,0,3.12,TRUE
1,3,6500,0,6,0,2.66,TRUE
4,3,7150,0,23,2,2.63,TRUE
4,4,5600,25,11,0,3.95,TRUE
8,2,6600,25,94,2,1.44,TRUE
4,4,7700,25,82,0,3.23,TRUE
0,1,6600,0,6,1,2.62,TRUE
5,1,5500,25,74,1,2.48,TRUE
9,5,6750,50,27,2,1.87,TRUE
1,5,8250,100,26,0,4.48,TRUE
0,2,6600,25,80,0,2.41,TRUE
7,3,5850,0,88,2,3.43,TRUE
0,4,6300,100,24,0,3.75,TRUE
5,4,7000,25,27,2,1.18,TRUE
9,4,7700,100,79,0,3.21,TRUE
6,5,8250,75,57,0,3.04,TRUE
0,1,6600,50,56,1,1.41,TRUE
4,1,3850,0,23,1,3.75,TRUE
2,2,4800,100,67,2,4.52,TRUE
2,1,6600,0,78,2,2.26,TRUE
6,3,5200,25,33,1,3,TRUE
2,4,4900,100,50,2,1,TRUE
0,5,5250,25,72,2,2.38,TRUE
7,1,4400,100,89,1,3.37,TRUE
9,4,4900,50,20,2,2.22,TRUE
2,4,7000,50,72,0,1.92,TRUE
7,4,8400,25,47,2,3.67,TRUE
5,1,6600,75,54,1,2.59,TRUE
7,5,7500,50,44,1,3.77,TRUE
2,1,4400,100,61,0,4.8,TRUE
8,2,6600,100,82,1,2.29,TRUE
7,5,7500,100,48,1,4.23,TRUE
5,1,4950,0,8,0,3.94,TRUE
4,4,5600,25,45,2,4.93,TRUE
3,5,9000,100,49,2,4.47,TRUE
1,5,8250,25,44,0,4.63,TRUE
5,1,4950,50,70,2,3.57,TRUE
9,5,9000,25,70,0,3.33,TRUE
3,1,5500,50,61,1,2.13,TRUE
3,5,9000,0,90,2,1.11,TRUE
4,5,7500,100,18,0,1.52,TRUE
0,2,4200,100,59,1,4.7,TRUE
3,1,6050,100,25,1,2.43,TRUE
0,5,9000,25,77,1,4.67,TRUE
5,5,9000,50,52,2,2.65,TRUE
7,1,3850,75,7,1,2.65,TRUE
6,3,7150,100,8,1,2.05,TRUE
9,4,8400,100,43,1,1.65,TRUE
2,3,5850,25,91,2,2.98,TRUE
8,1,6050,100,87,2,3.91,TRUE
0,1,6050,0,69,0,4.89,TRUE
3,4,5600,100,87,0,3.26,TRUE
7,5,8250,50,91,1,1.06,TRUE
9,4,8400,25,23,0,4.49,TRUE
2,4,6300,100,31,1,4.92,TRUE
3,1,6050,75,2,1,3.91,TRUE
3,1,4950,75,92,1,3.17,TRUE
2,4,7700,50,83,0,3.74,TRUE
7,5,6000,25,80,1,3.12,TRUE
1,1,3850,0,99,2,1.19,TRUE
9,1,4400,25,58,0,1.71,TRUE
3,4,7000,25,44,2,1.53,TRUE
6,2,7200,100,26,1,3.58,TRUE
1,5,6000,75,12,0,1.67,TRUE
4,4,7700,75,76,0,4.72,TRUE
7,2,6600,50,47,2,2.02,TRUE
8,2,7200,25,59,0,1.04,TRUE
1,3,5850,75,79,1,1.31,TRUE
1,3,6500,0,77,0,4.41,TRUE
2,4,5600,25,29,1,4.09,TRUE
2,1,6050,75,59,2,2.79,TRUE
6,5,9000,0,23,1,3.6,TRUE
0,4,5600,100,75,1,4.56,TRUE
8,1,6600,100,63,2,3.12,TRUE
5,4,7000,100,10,2,4.12,TRUE
7,4,4900,100,80,2,1.78,TRUE
2,1,6600,75,6,0,4.12,TRUE
9,4,6300,0,84,1,2.13,TRUE
6,1,4950,25,5,2,1.42,TRUE
4,1,4950,75,48,0,4.15,TRUE
0,5,9000,50,84,2,3.68,TRUE
1,4,7700,50,72,0,1.83,TRUE
4,2,5400,50,86,2,2.42,TRUE
6,1,6050,0,1,2,2.22,TRUE
1,2,7200,100,71,2,4.29,TRUE
7,2,7200,0,74,1,4.63,TRUE
9,3,7800,25,23,0,2.62,TRUE
9,3,5200,0,53,1,4.43,TRUE
1,5,9000,50,70,1,1.8,TRUE
1,1,5500,0,1,0,1.95,TRUE
0,1,3850,100,47,0,2.33,TRUE
1,4,8400,100,82,2,3.79,TRUE
6,2,7200,0,89,0,3.32,TRUE
3,3,4550,50,8,1,1.88,TRUE
1,4,8400,100,70,2,2.32,TRUE
7,2,7200,0,48,0,4.72,TRUE
2,3,5200,25,11,1,2,TRUE
6,2,6000,50,32,2,1.78,TRUE
0,4,4900,0,78,2,1.26,TRUE
5,2,4200,0,4,1,1.4,TRUE
4,5,5250,0,60,1,2.91,TRUE
5,2,7200,100,86,0,3.43,TRUE
3,3,5850,0,63,0,3.08,TRUE
0,5,8250,50,58,1,4.78,TRUE
9,1,6600,75,49,0,4.73,TRUE
3,5,5250,0,32,1,2,TRUE
3,3,5850,75,81,2,2.74,TRUE
3,3,7800,75,28,1,1.04,TRUE
9,3,7800,25,65,2,2.3,TRUE
6,5,9000,100,49,0,3.62,TRUE
2,4,7000,0,1,0,2.07,TRUE
7,2,7200,0,39,1,4.48,TRUE
9,2,6000,0,42,0,1.22,TRUE
9,2,4200,75,31,0,1.65,TRUE
7,5,7500,50,31,2,4.28,TRUE
2,4,7700,50,43,0,2.4,TRUE
2,1,5500,75,71,1,1.65,TRUE
0,2,7200,50,64,2,4.59,TRUE
4,1,6600,75,14,1,4.26,TRUE
1,1,3850,0,12,0,3.35,TRUE
2,2,4800,50,2,1,3.36,TRUE
8,3,7150,0,93,0,1.57,TRUE
7,5,9000,25,70,1,4.49,TRUE
2,1,6600,25,72,0,1.09,TRUE
4,2,4800,0,74,1,2.04,TRUE
0,2,7200,0,14,2,1.94,TRUE
3,2,7200,75,39,1,3.49,TRUE
3,1,6600,50,42,0,1.18,TRUE
9,4,5600,0,78,2,3.41,TRUE
2,4,8400,0,55,0,2.69,TRUE
3,3,7800,75,26,2,4.51,TRUE
0,1,6600,25,50,1,4.48,TRUE
7,4,5600,75,49,0,1.23,TRUE
6,2,6000,25,64,1,3.58,TRUE
9,3,7800,0,95,1,2.49,TRUE
1,4,6300,75,79,2,2.02,TRUE
5,1,6600,100,68,1,3.92,TRUE
2,2,6000,0,67,2,2.81,TRUE
8,3,7800,100,63,1,3.07,TRUE
4,2,7200,75,34,0,1.75,TRUE
3,2,6000,100,51,2,4.83,TRUE
3,5,9000,25,40,2,1.01,TRUE
5,4,6300,75,28,1,4.84,TRUE
9,4,7000,50,73,2,1.45,TRUE
5,1,6600,0,19,1,4.11,TRUE
7,3,5850,100,17,1,3.08,TRUE
0,1,6600,50,35,0,4.83,TRUE
6,2,4200,50,15,1,1.1,TRUE
0,1,6050,0,68,2,1.42,TRUE
1,1,3850,0,18,1,4.37,TRUE
3,5,8250,75,24,1,1.09,TRUE
4,4,8400,100,46,1,3.92,TRUE
4,2,4800,0,47,2,3.93,TRUE
5,3,4550,100,93,2,1.21,TRUE
0,5,7500,0,3,1,2.61,TRUE
5,3,7150,75,49,2,3.92,TRUE
5,5,7500,0,37,2,2.14,TRUE
2,1,5500,25,18,1,1.57,TRUE
1,3,7800,75,77,2,2.36,TRUE
5,1,3850,75,65,1,1.4,TRUE
6,3,4550,0,88,1,1.09,TRUE
9,3,6500,50,10,1,3.11,TRUE
8,1,5500,100,83,1,1.4,TRUE
7,3,5850,25,8,2,3.92,TRUE
4,2,4200,0,56,2,2.76,TRUE
0,1,3850,0,23,2,1.1,TRUE
0,4,4900,100,85,2,3.59,TRUE
4,1,4400,25,77,1,4.93,TRUE
6,2,5400,50,99,0,4.83,TRUE
8,5,9000,50,0,1,4.62,TRUE
4,4,8400,0,55,2,3.2,TRUE
7,2,7200,25,53,0,4.49,TRUE
1,5,5250,50,52,0,1.67,TRUE
3,2,6600,100,99,2,3.65,TRUE
4,4,7700,25,14,2,1.02,TRUE
2,1,3850,50,85,0,4.7,TRUE
0,3,5200,0,76,2,1.41,TRUE
8,2,4800,50,63,2,3.2,TRUE
5,2,5400,0,84,0,2.39,TRUE
9,4,5600,50,37,1,2.99,TRUE
7,4,8400,100,94,0,2.22,TRUE
2,3,7150,100,60,2,4.4,TRUE
5,5,9000,25,16,2,4.77,TRUE
8,5,5250,50,88,2,3.51,TRUE
5,1,4400,100,7,0,3.93,TRUE
7,2,5400,100,27,2,3.54,TRUE
7,1,6050,25,55,1,2.04,TRUE
6,4,5600,0,59,1,1.24,TRUE
6,1,4400,100,44,2,2.12,TRUE
8,5,9000,25,83,2,1.22,TRUE
3,5,9000,50,92,1,2.12,TRUE
6,5,6000,75,94,0,2.32,TRUE
8,2,7200,75,45,1,3.14,TRUE
9,5,6000,0,36,0,1.67,TRUE
4,2,7200,75,97,2,1.64,TRUE
4,2,4200,75,5,1,1.44,TRUE
5,4,4900,75,76,2,2.09,TRUE
9,5,6750,75,42,1,3.18,TRUE
5,1,4950,0,50,2,1.8,TRUE
2,4,7000,0,16,1,1.91,TRUE
1,5,5250,0,12,0,4.65,TRUE
8,2,6600,100,24,0,2.11,TRUE
7,5,6750,50,71,2,3.99,TRUE
3,3,5200,25,4,2,1.04,TRUE
2,4,8400,100,15,1,2.62,TRUE
7,5,9000,100,24,2,4.56,TRUE
9,4,4900,100,73,0,4.06,TRUE
2,1,3850,75,94,0,1.18,TRUE
6,3,7150,50,33,0,3.65,TRUE
8,4,8400,100,98,2,1.58,TRUE
0,4,7000,25,10,2,2.4,TRUE
1,1,4950,75,41,2,1.55,TRUE
9,4,4900,25,10,2,1.4,TRUE
9,1,4400,25,42,1,4.62,TRUE
3,4,7700,100,60,1,1.1,TRUE
1,5,7500,0,91,1,2.08,TRUE
1,3,4550,75,61,0,1.48,TRUE
1,5,8250,100,31,0,2.57,TRUE
1,4,6300,0,26,2,3.07,TRUE
6,5,6750,100,41,2,1.79,TRUE
1,2,4800,0,67,1,1.49,TRUE
1,4,7000,0,84,2,3.66,TRUE
4,2,6000,75,61,0,1.87,TRUE
4,3,7800,100,88,0,4.85,TRUE
4,3,4550,50,74,1,1.98,TRUE
0,1,6600,50,80,1,1.79,TRUE
8,1,6600,25,73,2,3.94,TRUE
1,4,6300,25,67,0,1.61,TRUE
7,4,7000,75,79,2,1.9,TRUE
3,2,6600,25,41,0,3.58,TRUE
4,2,4200,0,94,2,2.16,TRUE
1,5,6750,75,56,1,2.77,TRUE
2,4,5600,75,85,2,1.83,TRUE
8,1,6050,0,89,0,2.21,TRUE
7,4,7000,75,44,1,2.72,TRUE
8,1,6050,25,99,2,2,TRUE
5,3,7800,75,38,2,4.76,TRUE
9,5,6750,75,13,1,2.05,TRUE
8,3,7800,25,2,1,2.88,TRUE
9,5,6000,100,77,2,3.28,TRUE
5,2,5400,50,87,0,3.47,TRUE
8,5,6750,0,47,2,4.86,TRUE
8,1,6600,100,51,2,2.07,TRUE
9,4,6300,0,12,1,2.51,TRUE
7,3,5850,100,88,1,3.12,TRUE
5,5,6000,25,35,2,4.47,TRUE
1,2,7200,75,2,2,4.94,TRUE
2,5,9000,75,27,0,4.04,TRUE
2,1,4950,50,58,1,1.14,TRUE
2,3,6500,75,12,2,3.05,TRUE
0,5,8250,25,59,1,1.9,TRUE
4,2,7200,50,38,0,2.53,TRUE
5,1,6050,50,82,2,2.3,TRUE
9,1,6600,100,66,1,4.12,TRUE
3,2,6600,100,28,2,1.04,TRUE
3,4,8400,25,48,1,3.32,TRUE
6,4,8400,0,34,0,2.66,TRUE
9,3,4550,0,94,0,4.73,TRUE
7,3,7800,100,36,0,1.16,TRUE
7,5,6000,0,94,2,2.98,TRUE
0,2,6600,100,78,0,4.24,TRUE
6,3,4550,100,55,2,4.1,TRUE
5,2,6000,25,51,2,4.2,TRUE
0,4,4900,0,90,0,2.87,TRUE
9,2,7200,0,22,1,4.06,TRUE
8,1,5500,25,83,0,1.88,TRUE
3,2,7200,0,8,1,3.88,TRUE
7,2,5400,100,25,2,1.95,TRUE
8,4,5600,25,37,1,3.56,TRUE
8,4,8400,25,50,0,2.37,TRUE
4,2,7200,100,70,1,4.05,TRUE
7,4,7000,25,69,1,2.03,TRUE
2,1,4400,75,1,0,4.38,TRUE
3,2,4200,0,12,1,3.62,TRUE
2,1,6600,100,0,0,1.15,TRUE
2,3,4550,0,96,0,4.18,TRUE
4,1,4950,75,80,2,3.54,TRUE
2,1,3850,0,52,0,2.78,TRUE
0,2,4800,75,8,0,4.56,TRUE
4,5,7500,25,23,0,1.26,TRUE
6,1,6600,0,36,2,2.73,TRUE
1,4,7700,75,55,1,4.08,TRUE
4,2,4200,75,76,0,4.79,TRUE
7,5,8250,0,51,0,2.33,TRUE
5,1,6600,25,90,2,4.53,TRUE
5,3,7800,50,37,2,3.26,TRUE
9,4,8400,0,83,2,2.21,TRUE
1,5,7500,100,75,2,1.29,TRUE
7,1,4950,50,1,0,1.72,TRUE
1,1,6600,100,4,2,4.93,TRUE
1,4,7700,75,33,2,3.6,TRUE
4,3,6500,100,46,1,4.51,TRUE
6,4,8400,100,4,2,2.94,TRUE
9,5,6000,0,99,2,3.83,TRUE
6,3,7150,0,28,0,4.3,TRUE
4,5,5250,50,5,2,2.22,TRUE
1,2,4200,100,28,2,2.37,TRUE
7,4,8400,75,51,0,3.87,TRUE
3,2,5400,75,62,0,1.87,TRUE
7,4,6300,100,35,2,3.69,TRUE
9,2,4200,0,45,1,4.3,TRUE
0,1,6600,50,65,2,2.39,TRUE
4,2,7200,50,69,2,3.15,TRUE
5,4,8400,100,18,2,3.69,TRUE
7,1,3850,0,44,2,2.96,TRUE
6,5,9000,100,78,1,1.6,TRUE
6,4,4900,50,17,2,1.55,TRUE
1,2,6600,50,82,2,3.89,TRUE
8,2,4800,25,27,2,1.49,TRUE
2,3,7800,25,28,2,4.92,TRUE
9,2,7200,50,56,1,4.61,TRUE
3,4,5600,25,78,1,1.79,TRUE
1,3,6500,75,86,2,2.35,TRUE
4,2,7200,50,53,2,1.19,TRUE
9,3,4550,50,12,1,3.46,TRUE
1,5,6000,25,72,0,4.76,TRUE
8,2,7200,50,98,1,3.95,TRUE
9,4,7700,25,19,1,4.92,TRUE
6,5,7500,50,11,1,3.04,TRUE
1,1,4950,50,75,0,4.64,TRUE
7,2,4800,0,35,1,1.93,TRUE
2,5,5250,0,72,0,3.3,TRUE
1,3,7800,50,85,0,4.04,TRUE
4,3,7800,0,19,0,3.85,TRUE
7,5,8250,75,72,1,4.17,TRUE
5,5,5250,75,50,2,1.59,TRUE
3,2,6600,75,28,2,4.22,TRUE
1,1,6050,100,65,2,3.47,TRUE
